"wbregion","year","intervention","regimen","x50q30"
"Latin America and the Caribbean",2027,"Scenario 1","No aspirin",0.423432315813093
"Latin America and the Caribbean",2027,"Scenario 2","Aspirin",0.42305703481549
"Latin America and the Caribbean",2027,"Scenario 2","No aspirin",0.423432315813093
"Latin America and the Caribbean",2027,"Scenario 3","Aspirin",0.422205683814146
"Latin America and the Caribbean",2027,"Scenario 3","No aspirin",0.422704429587312
"Latin America and the Caribbean",2027,"Scenario 4","Aspirin",0.421351785922328
"Latin America and the Caribbean",2027,"Scenario 4","No aspirin",0.421974040971495
"Latin America and the Caribbean",2028,"Current care","Aspirin",0.421332404510452
"Latin America and the Caribbean",2028,"Current care","No aspirin",0.421332404510452
"Latin America and the Caribbean",2028,"Scenario 1","Aspirin",0.420220954388525
"Latin America and the Caribbean",2028,"Scenario 1","No aspirin",0.420689704228972
"Latin America and the Caribbean",2028,"Scenario 2","Aspirin",0.420220954388525
"Latin America and the Caribbean",2028,"Scenario 2","No aspirin",0.420689704228972
"Latin America and the Caribbean",2028,"Scenario 3","Aspirin",0.419172490950486
"Latin America and the Caribbean",2028,"Scenario 3","No aspirin",0.419794861451463
"Latin America and the Caribbean",2028,"Scenario 4","Aspirin",0.418121678906695
"Latin America and the Caribbean",2028,"Scenario 4","No aspirin",0.418897422207172
"Latin America and the Caribbean",2029,"Current care","Aspirin",0.418705462789683
"Latin America and the Caribbean",2029,"Current care","No aspirin",0.418705462789683
"Latin America and the Caribbean",2029,"Scenario 1","Aspirin",0.417379124940843
"Latin America and the Caribbean",2029,"Scenario 1","No aspirin",0.41794562532674
"Latin America and the Caribbean",2029,"Scenario 2","Aspirin",0.417379124940843
"Latin America and the Caribbean",2029,"Scenario 2","No aspirin",0.41794562532674
"Latin America and the Caribbean",2029,"Scenario 3","Aspirin",0.416127701666866
"Latin America and the Caribbean",2029,"Scenario 3","No aspirin",0.416879063406939
"Latin America and the Caribbean",2029,"Scenario 4","Aspirin",0.414874552688109
"Latin America and the Caribbean",2029,"Scenario 4","No aspirin",0.415810067817563
"Latin America and the Caribbean",2030,"Current care","Aspirin",0.416410733130208
"Latin America and the Caribbean",2030,"Current care","No aspirin",0.416410733130208
"Latin America and the Caribbean",2030,"Scenario 1","Aspirin",0.414862807989767
"Latin America and the Caribbean",2030,"Scenario 1","No aspirin",0.41553153693467
"Latin America and the Caribbean",2030,"Scenario 2","Aspirin",0.414862807989767
"Latin America and the Caribbean",2030,"Scenario 2","No aspirin",0.41553153693467
"Latin America and the Caribbean",2030,"Scenario 3","Aspirin",0.413401682220765
"Latin America and the Caribbean",2030,"Scenario 3","No aspirin",0.41428764076228
"Latin America and the Caribbean",2030,"Scenario 4","Aspirin",0.411939994787035
"Latin America and the Caribbean",2030,"Scenario 4","No aspirin",0.413041816242831
"Latin America and the Caribbean",2031,"Current care","Aspirin",0.413897227325031
"Latin America and the Caribbean",2031,"Current care","No aspirin",0.413897227325031
"Latin America and the Caribbean",2031,"Scenario 1","Aspirin",0.412124948381406
"Latin America and the Caribbean",2031,"Scenario 1","No aspirin",0.412898730863781
"Latin America and the Caribbean",2031,"Scenario 2","Aspirin",0.412124948381406
"Latin America and the Caribbean",2031,"Scenario 2","No aspirin",0.412898730863781
"Latin America and the Caribbean",2031,"Scenario 3","Aspirin",0.410450742605292
"Latin America and the Caribbean",2031,"Scenario 3","No aspirin",0.411474651706621
"Latin America and the Caribbean",2031,"Scenario 4","Aspirin",0.408777659605793
"Latin America and the Caribbean",2031,"Scenario 4","No aspirin",0.410049462620195
"Latin America and the Caribbean",2032,"Current care","Aspirin",0.411495744292167
"Latin America and the Caribbean",2032,"Current care","No aspirin",0.411495744292167
"Latin America and the Caribbean",2032,"Scenario 1","Aspirin",0.409494146573381
"Latin America and the Caribbean",2032,"Scenario 1","No aspirin",0.410376166381691
"Latin America and the Caribbean",2032,"Scenario 2","Aspirin",0.409494146573381
"Latin America and the Caribbean",2032,"Scenario 2","No aspirin",0.410376166381691
"Latin America and the Caribbean",2032,"Scenario 3","Aspirin",0.407602328669238
"Latin America and the Caribbean",2032,"Scenario 3","No aspirin",0.408768000757506
"Latin America and the Caribbean",2032,"Scenario 4","Aspirin",0.405713915758444
"Latin America and the Caribbean",2032,"Scenario 4","No aspirin",0.407159910626129
"Latin America and the Caribbean",2033,"Current care","Aspirin",0.409172674822262
"Latin America and the Caribbean",2033,"Current care","No aspirin",0.409172674822262
"Latin America and the Caribbean",2033,"Scenario 1","Aspirin",0.406937221129929
"Latin America and the Caribbean",2033,"Scenario 1","No aspirin",0.407930238949584
"Latin America and the Caribbean",2033,"Scenario 2","Aspirin",0.406937221129929
"Latin America and the Caribbean",2033,"Scenario 2","No aspirin",0.407930238949584
"Latin America and the Caribbean",2033,"Scenario 3","Aspirin",0.404823904944338
"Latin America and the Caribbean",2033,"Scenario 3","No aspirin",0.406134566738205
"Latin America and the Caribbean",2033,"Scenario 4","Aspirin",0.402716923837894
"Latin America and the Caribbean",2033,"Scenario 4","No aspirin",0.404340554174672
"Latin America and the Caribbean",2034,"Current care","Aspirin",0.40689786628344
"Latin America and the Caribbean",2034,"Current care","No aspirin",0.40689786628344
"Latin America and the Caribbean",2034,"Scenario 1","Aspirin",0.404427378916891
"Latin America and the Caribbean",2034,"Scenario 1","No aspirin",0.405533336385532
"Latin America and the Caribbean",2034,"Scenario 2","Aspirin",0.404424467877797
"Latin America and the Caribbean",2034,"Scenario 2","No aspirin",0.405530803836949
"Latin America and the Caribbean",2034,"Scenario 3","Aspirin",0.402086466039696
"Latin America and the Caribbean",2034,"Scenario 3","No aspirin",0.403544740285693
"Latin America and the Caribbean",2034,"Scenario 4","Aspirin",0.399758432754845
"Latin America and the Caribbean",2034,"Scenario 4","No aspirin",0.401562356212816
"Latin America and the Caribbean",2035,"Current care","Aspirin",0.404659540044756
"Latin America and the Caribbean",2035,"Current care","No aspirin",0.404659540044756
"Latin America and the Caribbean",2035,"Scenario 1","Aspirin",0.401954441350757
"Latin America and the Caribbean",2035,"Scenario 1","No aspirin",0.403174805896004
"Latin America and the Caribbean",2035,"Scenario 2","Aspirin",0.401944489887789
"Latin America and the Caribbean",2035,"Scenario 2","No aspirin",0.403166140787703
"Latin America and the Caribbean",2035,"Scenario 3","Aspirin",0.399379097546168
"Latin America and the Caribbean",2035,"Scenario 3","No aspirin",0.40098715998233
"Latin America and the Caribbean",2035,"Scenario 4","Aspirin",0.396828051399121
"Latin America and the Caribbean",2035,"Scenario 4","No aspirin",0.39881433896035
"Latin America and the Caribbean",2036,"Current care","Aspirin",0.402453230014641
"Latin America and the Caribbean",2036,"Current care","No aspirin",0.402453230014641
"Latin America and the Caribbean",2036,"Scenario 1","Aspirin",0.399513044625248
"Latin America and the Caribbean",2036,"Scenario 1","No aspirin",0.400849157206996
"Latin America and the Caribbean",2036,"Scenario 2","Aspirin",0.399493200243269
"Latin America and the Caribbean",2036,"Scenario 2","No aspirin",0.40083186325532
"Latin America and the Caribbean",2036,"Scenario 3","Aspirin",0.396698289955426
"Latin America and the Caribbean",2036,"Scenario 3","No aspirin",0.398457888014683
"Latin America and the Caribbean",2036,"Scenario 4","Aspirin",0.393922907157224
"Latin America and the Caribbean",2036,"Scenario 4","No aspirin",0.396093050793436
"Latin America and the Caribbean",2037,"Current care","Aspirin",0.400301435782619
"Latin America and the Caribbean",2037,"Current care","No aspirin",0.400301435782619
"Latin America and the Caribbean",2037,"Scenario 1","Aspirin",0.397127994304268
"Latin America and the Caribbean",2037,"Scenario 1","No aspirin",0.398580752894199
"Latin America and the Caribbean",2037,"Scenario 2","Aspirin",0.397092879080831
"Latin America and the Caribbean",2037,"Scenario 2","No aspirin",0.398550121288442
"Latin America and the Caribbean",2037,"Scenario 3","Aspirin",0.394066414116414
"Latin America and the Caribbean",2037,"Scenario 3","No aspirin",0.395979105702697
"Latin America and the Caribbean",2037,"Scenario 4","Aspirin",0.39106550229786
"Latin America and the Caribbean",2037,"Scenario 4","No aspirin",0.393420728387453
"Latin America and the Caribbean",2038,"Current care","Aspirin",0.398192420001529
"Latin America and the Caribbean",2038,"Current care","No aspirin",0.398192420001529
"Latin America and the Caribbean",2038,"Scenario 1","Aspirin",0.394795179786032
"Latin America and the Caribbean",2038,"Scenario 1","No aspirin",0.396364382448717
"Latin America and the Caribbean",2038,"Scenario 2","Aspirin",0.394730871759487
"Latin America and the Caribbean",2038,"Scenario 2","No aspirin",0.396307882238353
"Latin America and the Caribbean",2038,"Scenario 3","Aspirin",0.391471427702849
"Latin America and the Caribbean",2038,"Scenario 3","No aspirin",0.393538258012664
"Latin America and the Caribbean",2038,"Scenario 4","Aspirin",0.388244452271685
"Latin America and the Caribbean",2038,"Scenario 4","No aspirin",0.390785323880826
"Latin America and the Caribbean",2039,"Current care","Aspirin",0.396113268049079
"Latin America and the Caribbean",2039,"Current care","No aspirin",0.396113268049079
"Latin America and the Caribbean",2039,"Scenario 1","Aspirin",0.392493229597285
"Latin America and the Caribbean",2039,"Scenario 1","No aspirin",0.394178798541388
"Latin America and the Caribbean",2039,"Scenario 2","Aspirin",0.392388900187782
"Latin America and the Caribbean",2039,"Scenario 2","No aspirin",0.394086434843526
"Latin America and the Caribbean",2039,"Scenario 3","Aspirin",0.388895844976694
"Latin America and the Caribbean",2039,"Scenario 3","No aspirin",0.391117270395415
"Latin America and the Caribbean",2039,"Scenario 4","Aspirin",0.385443084395241
"Latin America and the Caribbean",2039,"Scenario 4","No aspirin",0.388169408573133
"Latin America and the Caribbean",2040,"Current care","Aspirin",0.394075383537053
"Latin America and the Caribbean",2040,"Current care","No aspirin",0.394075383537053
"Latin America and the Caribbean",2040,"Scenario 1","Aspirin",0.390232717284342
"Latin America and the Caribbean",2040,"Scenario 1","No aspirin",0.392034952631917
"Latin America and the Caribbean",2040,"Scenario 2","Aspirin",0.390085514329364
"Latin America and the Caribbean",2040,"Scenario 2","No aspirin",0.391904163807777
"Latin America and the Caribbean",2040,"Scenario 3","Aspirin",0.386358439850326
"Latin America and the Caribbean",2040,"Scenario 3","No aspirin",0.388734686666966
"Latin America and the Caribbean",2040,"Scenario 4","Aspirin",0.382680413635064
"Latin America and the Caribbean",2040,"Scenario 4","No aspirin",0.385591691324938
"Latin America and the Caribbean",2041,"Current care","Aspirin",0.392089011285892
"Latin America and the Caribbean",2041,"Current care","No aspirin",0.392089011285892
"Latin America and the Caribbean",2041,"Scenario 1","Aspirin",0.388021264205665
"Latin America and the Caribbean",2041,"Scenario 1","No aspirin",0.38994073722607
"Latin America and the Caribbean",2041,"Scenario 2","Aspirin",0.387830266352317
"Latin America and the Caribbean",2041,"Scenario 2","No aspirin",0.389770582703658
"Latin America and the Caribbean",2041,"Scenario 3","Aspirin",0.383868832800009
"Latin America and the Caribbean",2041,"Scenario 3","No aspirin",0.386400069953155
"Latin America and the Caribbean",2041,"Scenario 4","Aspirin",0.379966146154787
"Latin America and the Caribbean",2041,"Scenario 4","No aspirin",0.383061739519648
"Latin America and the Caribbean",2042,"Current care","Aspirin",0.390169912827166
"Latin America and the Caribbean",2042,"Current care","No aspirin",0.390169912827166
"Latin America and the Caribbean",2042,"Scenario 1","Aspirin",0.38590881262732
"Latin America and the Caribbean",2042,"Scenario 1","No aspirin",0.387941600381781
"Latin America and the Caribbean",2042,"Scenario 2","Aspirin",0.385639323015989
"Latin America and the Caribbean",2042,"Scenario 2","No aspirin",0.387701824230412
"Latin America and the Caribbean",2042,"Scenario 3","Aspirin",0.381443210504685
"Latin America and the Caribbean",2042,"Scenario 3","No aspirin",0.384129563294101
"Latin America and the Caribbean",2042,"Scenario 4","Aspirin",0.377316467045361
"Latin America and the Caribbean",2042,"Scenario 4","No aspirin",0.380595636177999
"Latin America and the Caribbean",2043,"Current care","Aspirin",0.388282031966298
"Latin America and the Caribbean",2043,"Current care","No aspirin",0.388282031966298
"Latin America and the Caribbean",2043,"Scenario 1","Aspirin",0.383896371325166
"Latin America and the Caribbean",2043,"Scenario 1","No aspirin",0.386033349505505
"Latin America and the Caribbean",2043,"Scenario 2","Aspirin",0.383472892820799
"Latin America and the Caribbean",2043,"Scenario 2","No aspirin",0.385657667871216
"Latin America and the Caribbean",2043,"Scenario 3","Aspirin",0.379042635738785
"Latin America and the Caribbean",2043,"Scenario 3","No aspirin",0.381883582649953
"Latin America and the Caribbean",2043,"Scenario 4","Aspirin",0.374693340571798
"Latin America and the Caribbean",2043,"Scenario 4","No aspirin",0.378154588723672
"Latin America and the Caribbean",2044,"Current care","Aspirin",0.38639096589829
"Latin America and the Caribbean",2044,"Current care","No aspirin",0.38639096589829
"Latin America and the Caribbean",2044,"Scenario 1","Aspirin",0.38203976795105
"Latin America and the Caribbean",2044,"Scenario 1","No aspirin",0.384261639647796
"Latin America and the Caribbean",2044,"Scenario 2","Aspirin",0.381297972777151
"Latin America and the Caribbean",2044,"Scenario 2","No aspirin",0.383604642531537
"Latin America and the Caribbean",2044,"Scenario 3","Aspirin",0.376634971505225
"Latin America and the Caribbean",2044,"Scenario 3","No aspirin",0.379629527017968
"Latin America and the Caribbean",2044,"Scenario 4","Aspirin",0.372065484327344
"Latin America and the Caribbean",2044,"Scenario 4","No aspirin",0.375706534910673
"Latin America and the Caribbean",2045,"Current care","Aspirin",0.384512135988659
"Latin America and the Caribbean",2045,"Current care","No aspirin",0.384512135988659
"Latin America and the Caribbean",2045,"Scenario 1","Aspirin",0.380278358002978
"Latin America and the Caribbean",2045,"Scenario 1","No aspirin",0.382576001317719
"Latin America and the Caribbean",2045,"Scenario 2","Aspirin",0.379133011267935
"Latin America and the Caribbean",2045,"Scenario 2","No aspirin",0.381561242564902
"Latin America and the Caribbean",2045,"Scenario 3","Aspirin",0.374246421710605
"Latin America and the Caribbean",2045,"Scenario 3","No aspirin",0.377392596639352
"Latin America and the Caribbean",2045,"Scenario 4","Aspirin",0.369451413486277
"Latin America and the Caribbean",2045,"Scenario 4","No aspirin",0.373270103702651
"Latin America and the Caribbean",2046,"Current care","Aspirin",0.382661390006421
"Latin America and the Caribbean",2046,"Current care","No aspirin",0.382661390006421
"Latin America and the Caribbean",2046,"Scenario 1","Aspirin",0.378553486407373
"Latin America and the Caribbean",2046,"Scenario 1","No aspirin",0.380927014102371
"Latin America and the Caribbean",2046,"Scenario 2","Aspirin",0.376992638552909
"Latin America and the Caribbean",2046,"Scenario 2","No aspirin",0.379542368692853
"Latin America and the Caribbean",2046,"Scenario 3","Aspirin",0.371887264254427
"Latin America and the Caribbean",2046,"Scenario 3","No aspirin",0.375184192121071
"Latin America and the Caribbean",2046,"Scenario 4","Aspirin",0.366875264899702
"Latin America and the Caribbean",2046,"Scenario 4","No aspirin",0.370868353667344
"Latin America and the Caribbean",2047,"Current care","Aspirin",0.380872220012255
"Latin America and the Caribbean",2047,"Current care","No aspirin",0.380872220012255
"Latin America and the Caribbean",2047,"Scenario 1","Aspirin",0.376876589801726
"Latin America and the Caribbean",2047,"Scenario 1","No aspirin",0.379332227292559
"Latin America and the Caribbean",2047,"Scenario 2","Aspirin",0.374897157589868
"Latin America and the Caribbean",2047,"Scenario 2","No aspirin",0.377568175475626
"Latin America and the Caribbean",2047,"Scenario 3","Aspirin",0.369582892473645
"Latin America and the Caribbean",2047,"Scenario 3","No aspirin",0.373033775298071
"Latin America and the Caribbean",2047,"Scenario 4","Aspirin",0.3643543272631
"Latin America and the Caribbean",2047,"Scenario 4","No aspirin",0.368520806786772
"Latin America and the Caribbean",2048,"Current care","Aspirin",0.379113770574398
"Latin America and the Caribbean",2048,"Current care","No aspirin",0.379113770574398
"Latin America and the Caribbean",2048,"Scenario 1","Aspirin",0.375190098072973
"Latin America and the Caribbean",2048,"Scenario 1","No aspirin",0.377732573588498
"Latin America and the Caribbean",2048,"Scenario 2","Aspirin",0.372790052595816
"Latin America and the Caribbean",2048,"Scenario 2","No aspirin",0.37558263184124
"Latin America and the Caribbean",2048,"Scenario 3","Aspirin",0.367277000937473
"Latin America and the Caribbean",2048,"Scenario 3","No aspirin",0.370887984184779
"Latin America and the Caribbean",2048,"Scenario 4","Aspirin",0.361836032133325
"Latin America and the Caribbean",2048,"Scenario 4","No aspirin",0.366179164461446
"Latin America and the Caribbean",2049,"Current care","Aspirin",0.377347214647226
"Latin America and the Caribbean",2049,"Current care","No aspirin",0.377347214647226
"Latin America and the Caribbean",2049,"Scenario 1","Aspirin",0.37345471865585
"Latin America and the Caribbean",2049,"Scenario 1","No aspirin",0.37608299652378
"Latin America and the Caribbean",2049,"Scenario 2","Aspirin",0.370626439234661
"Latin America and the Caribbean",2049,"Scenario 2","No aspirin",0.373540347477943
"Latin America and the Caribbean",2049,"Scenario 3","Aspirin",0.364930592214268
"Latin America and the Caribbean",2049,"Scenario 3","No aspirin",0.368712539555526
"Latin America and the Caribbean",2049,"Scenario 4","Aspirin",0.359281048486805
"Latin America and the Caribbean",2049,"Scenario 4","No aspirin",0.363813740483769
"Latin America and the Caribbean",2050,"Current care","Aspirin",0.375603062359285
"Latin America and the Caribbean",2050,"Current care","No aspirin",0.375603062359285
"Latin America and the Caribbean",2050,"Scenario 1","Aspirin",0.37171064217807
"Latin America and the Caribbean",2050,"Scenario 1","No aspirin",0.374423629437248
"Latin America and the Caribbean",2050,"Scenario 2","Aspirin",0.368447247236775
"Latin America and the Caribbean",2050,"Scenario 2","No aspirin",0.371481773949456
"Latin America and the Caribbean",2050,"Scenario 3","Aspirin",0.362610127965848
"Latin America and the Caribbean",2050,"Scenario 3","No aspirin",0.366561419337219
"Latin America and the Caribbean",2050,"Scenario 4","Aspirin",0.356782539763274
"Latin America and the Caribbean",2050,"Scenario 4","No aspirin",0.361500455619225
"Middle East and North Africa",2017,"Current care","Aspirin",0.556367649316493
"Middle East and North Africa",2017,"Current care","No aspirin",0.556367649316493
"Middle East and North Africa",2017,"Scenario 1","Aspirin",0.556367649316493
"Middle East and North Africa",2017,"Scenario 1","No aspirin",0.556367649316493
"Middle East and North Africa",2017,"Scenario 2","Aspirin",0.556367649316493
"Middle East and North Africa",2017,"Scenario 2","No aspirin",0.556367649316493
"Middle East and North Africa",2017,"Scenario 3","Aspirin",0.556367649316493
"Middle East and North Africa",2017,"Scenario 3","No aspirin",0.556367649316493
"Middle East and North Africa",2017,"Scenario 4","Aspirin",0.556367649316493
"Middle East and North Africa",2017,"Scenario 4","No aspirin",0.556367649316493
"Middle East and North Africa",2018,"Current care","Aspirin",0.534990045325978
"Middle East and North Africa",2018,"Current care","No aspirin",0.534990045325978
"Middle East and North Africa",2018,"Scenario 1","Aspirin",0.534990045325978
"Middle East and North Africa",2018,"Scenario 1","No aspirin",0.534990045325978
"Middle East and North Africa",2018,"Scenario 2","Aspirin",0.534990045325978
"Middle East and North Africa",2018,"Scenario 2","No aspirin",0.534990045325978
"Middle East and North Africa",2018,"Scenario 3","Aspirin",0.534990045325978
"Middle East and North Africa",2018,"Scenario 3","No aspirin",0.534990045325978
"Middle East and North Africa",2018,"Scenario 4","Aspirin",0.534990045325978
"Middle East and North Africa",2018,"Scenario 4","No aspirin",0.534990045325978
"Middle East and North Africa",2019,"Current care","Aspirin",0.535156270925085
"Middle East and North Africa",2019,"Current care","No aspirin",0.535156270925085
"Middle East and North Africa",2019,"Scenario 1","Aspirin",0.535156270925085
"Middle East and North Africa",2019,"Scenario 1","No aspirin",0.535156270925085
"Middle East and North Africa",2019,"Scenario 2","Aspirin",0.535156270925085
"Middle East and North Africa",2019,"Scenario 2","No aspirin",0.535156270925085
"Middle East and North Africa",2019,"Scenario 3","Aspirin",0.535156270925085
"Middle East and North Africa",2019,"Scenario 3","No aspirin",0.535156270925085
"Middle East and North Africa",2019,"Scenario 4","Aspirin",0.535156270925085
"Middle East and North Africa",2019,"Scenario 4","No aspirin",0.535156270925085
"Middle East and North Africa",2020,"Current care","Aspirin",0.548870811110122
"Middle East and North Africa",2020,"Current care","No aspirin",0.548870811110122
"Middle East and North Africa",2020,"Scenario 1","Aspirin",0.548870811110122
"Middle East and North Africa",2020,"Scenario 1","No aspirin",0.548870811110122
"Middle East and North Africa",2020,"Scenario 2","Aspirin",0.548870811110122
"Middle East and North Africa",2020,"Scenario 2","No aspirin",0.548870811110122
"Middle East and North Africa",2020,"Scenario 3","Aspirin",0.548870811110122
"Middle East and North Africa",2020,"Scenario 3","No aspirin",0.548870811110122
"Middle East and North Africa",2020,"Scenario 4","Aspirin",0.548870811110122
"Middle East and North Africa",2020,"Scenario 4","No aspirin",0.548870811110122
"Middle East and North Africa",2021,"Current care","Aspirin",0.562643615347092
"Middle East and North Africa",2021,"Current care","No aspirin",0.562643615347092
"Middle East and North Africa",2021,"Scenario 1","Aspirin",0.562643615347092
"Middle East and North Africa",2021,"Scenario 1","No aspirin",0.562643615347092
"Middle East and North Africa",2021,"Scenario 2","Aspirin",0.562643615347092
"Middle East and North Africa",2021,"Scenario 2","No aspirin",0.562643615347092
"Middle East and North Africa",2021,"Scenario 3","Aspirin",0.562643615347092
"Middle East and North Africa",2021,"Scenario 3","No aspirin",0.562643615347092
"Middle East and North Africa",2021,"Scenario 4","Aspirin",0.562643615347092
"Middle East and North Africa",2021,"Scenario 4","No aspirin",0.562643615347092
"Middle East and North Africa",2022,"Current care","Aspirin",0.528339810752576
"Middle East and North Africa",2022,"Current care","No aspirin",0.528339810752576
"Middle East and North Africa",2022,"Scenario 1","Aspirin",0.528339810752576
"Middle East and North Africa",2022,"Scenario 1","No aspirin",0.528339810752576
"Middle East and North Africa",2022,"Scenario 2","Aspirin",0.528339810752576
"Middle East and North Africa",2022,"Scenario 2","No aspirin",0.528339810752576
"Middle East and North Africa",2022,"Scenario 3","Aspirin",0.528339810752576
"Middle East and North Africa",2022,"Scenario 3","No aspirin",0.528339810752576
"Middle East and North Africa",2022,"Scenario 4","Aspirin",0.528339810752576
"Middle East and North Africa",2022,"Scenario 4","No aspirin",0.528339810752576
"Middle East and North Africa",2023,"Current care","Aspirin",0.524862273384873
"Middle East and North Africa",2023,"Current care","No aspirin",0.524862273384873
"Middle East and North Africa",2023,"Scenario 1","Aspirin",0.524242635684069
"Middle East and North Africa",2023,"Scenario 1","No aspirin",0.524386133358229
"Middle East and North Africa",2023,"Scenario 2","Aspirin",0.524242635684069
"Middle East and North Africa",2023,"Scenario 2","No aspirin",0.524386133358229
"Middle East and North Africa",2023,"Scenario 3","Aspirin",0.523887335861008
"Middle East and North Africa",2023,"Scenario 3","No aspirin",0.524078794446872
"Middle East and North Africa",2023,"Scenario 4","Aspirin",0.523531780465425
"Middle East and North Africa",2023,"Scenario 4","No aspirin",0.523771264250437
"Middle East and North Africa",2024,"Current care","Aspirin",0.521507774100234
"Middle East and North Africa",2024,"Current care","No aspirin",0.521507774100234
"Middle East and North Africa",2024,"Scenario 1","Aspirin",0.520218138113017
"Middle East and North Africa",2024,"Scenario 1","No aspirin",0.520525293088179
"Middle East and North Africa",2024,"Scenario 2","Aspirin",0.520218138113017
"Middle East and North Africa",2024,"Scenario 2","No aspirin",0.520525293088179
"Middle East and North Africa",2024,"Scenario 3","Aspirin",0.519477789348555
"Middle East and North Africa",2024,"Scenario 3","No aspirin",0.519887718505268
"Middle East and North Africa",2024,"Scenario 4","Aspirin",0.51873659317406
"Middle East and North Africa",2024,"Scenario 4","No aspirin",0.519249491305452
"Middle East and North Africa",2025,"Current care","Aspirin",0.518401725695109
"Middle East and North Africa",2025,"Current care","No aspirin",0.518401725695109
"Middle East and North Africa",2025,"Scenario 1","Aspirin",0.516399265292629
"Middle East and North Africa",2025,"Scenario 1","No aspirin",0.516887465667046
"Middle East and North Africa",2025,"Scenario 2","Aspirin",0.516399265292629
"Middle East and North Africa",2025,"Scenario 2","No aspirin",0.516887465667046
"Middle East and North Africa",2025,"Scenario 3","Aspirin",0.515248434806531
"Middle East and North Africa",2025,"Scenario 3","No aspirin",0.515900000039096
"Middle East and North Africa",2025,"Scenario 4","Aspirin",0.514096048849722
"Middle East and North Africa",2025,"Scenario 4","No aspirin",0.514911292778102
"Middle East and North Africa",2026,"Current care","Aspirin",0.515383173703525
"Middle East and North Africa",2026,"Current care","No aspirin",0.515383173703525
"Middle East and North Africa",2026,"Scenario 1","Aspirin",0.512628740667312
"Middle East and North Africa",2026,"Scenario 1","No aspirin",0.513313187789241
"Middle East and North Africa",2026,"Scenario 2","Aspirin",0.512628740667312
"Middle East and North Africa",2026,"Scenario 2","No aspirin",0.513313187789241
"Middle East and North Africa",2026,"Scenario 3","Aspirin",0.511045352671711
"Middle East and North Africa",2026,"Scenario 3","No aspirin",0.511958687314912
"Middle East and North Africa",2026,"Scenario 4","Aspirin",0.509459765016139
"Middle East and North Africa",2026,"Scenario 4","No aspirin",0.510602345614068
"Middle East and North Africa",2027,"Current care","Aspirin",0.512880700238754
"Middle East and North Africa",2027,"Current care","No aspirin",0.512880700238754
"Middle East and North Africa",2027,"Scenario 1","Aspirin",0.509338549133717
"Middle East and North Africa",2027,"Scenario 1","No aspirin",0.510233222127977
"Middle East and North Africa",2027,"Scenario 2","Aspirin",0.50933836864341
"Middle East and North Africa",2027,"Scenario 2","No aspirin",0.510233066009864
"Middle East and North Africa",2027,"Scenario 3","Aspirin",0.507301662229753
"Middle East and North Africa",2027,"Scenario 3","No aspirin",0.508495219192099
"Middle East and North Africa",2027,"Scenario 4","Aspirin",0.505262310470955
"Middle East and North Africa",2027,"Scenario 4","No aspirin",0.50675500650012
"Middle East and North Africa",2028,"Current care","Aspirin",0.510174166913746
"Middle East and North Africa",2028,"Current care","No aspirin",0.510174166913746
"Middle East and North Africa",2028,"Scenario 1","Aspirin",0.505820399174769
"Middle East and North Africa",2028,"Scenario 1","No aspirin",0.506936087041445
"Middle East and North Africa",2028,"Scenario 2","Aspirin",0.505817399861913
"Middle East and North Africa",2028,"Scenario 2","No aspirin",0.506933492248166
"Middle East and North Africa",2028,"Scenario 3","Aspirin",0.50331183195352
"Middle East and North Africa",2028,"Scenario 3","No aspirin",0.504800168555497
"Middle East and North Africa",2028,"Scenario 4","Aspirin",0.500803522466943
"Middle East and North Africa",2028,"Scenario 4","No aspirin",0.50266412822128
"Middle East and North Africa",2029,"Current care","Aspirin",0.507420366758844
"Middle East and North Africa",2029,"Current care","No aspirin",0.507420366758844
"Middle East and North Africa",2029,"Scenario 1","Aspirin",0.502235358190834
"Middle East and North Africa",2029,"Scenario 1","No aspirin",0.503581350581199
"Middle East and North Africa",2029,"Scenario 2","Aspirin",0.502227324299635
"Middle East and North Africa",2029,"Scenario 2","No aspirin",0.503574398613869
"Middle East and North Africa",2029,"Scenario 3","Aspirin",0.499239693977408
"Middle East and North Africa",2029,"Scenario 3","No aspirin",0.501035229014842
"Middle East and North Africa",2029,"Scenario 4","Aspirin",0.496249692333782
"Middle East and North Africa",2029,"Scenario 4","No aspirin",0.498493239853939
"Middle East and North Africa",2030,"Current care","Aspirin",0.504732124025818
"Middle East and North Africa",2030,"Current care","No aspirin",0.504732124025818
"Middle East and North Africa",2030,"Scenario 1","Aspirin",0.498696017434071
"Middle East and North Africa",2030,"Scenario 1","No aspirin",0.500280706280888
"Middle East and North Africa",2030,"Scenario 2","Aspirin",0.498680214690297
"Middle East and North Africa",2030,"Scenario 2","No aspirin",0.500267027649129
"Middle East and North Africa",2030,"Scenario 3","Aspirin",0.495198119085126
"Middle East and North Africa",2030,"Scenario 3","No aspirin",0.497312109992741
"Middle East and North Africa",2030,"Scenario 4","Aspirin",0.491714597196338
"Middle East and North Africa",2030,"Scenario 4","No aspirin",0.494354584155599
"Middle East and North Africa",2031,"Current care","Aspirin",0.501945698737949
"Middle East and North Africa",2031,"Current care","No aspirin",0.501945698737949
"Middle East and North Africa",2031,"Scenario 1","Aspirin",0.49508929973513
"Middle East and North Africa",2031,"Scenario 1","No aspirin",0.496913834852298
